"1237","63","4"
"1204","129","5"
"2194","49","5"
"1378","79","5"
"7877","69","5"
"3188","46","4"
"1534","87","5"
"9583","69","5"
"2055","130","5"
"408","93","5"
"1389","84","5"
"2244","90","5"
"1368","90","5"
"490","106","5"
"490","121","5"
"490","70","5"
"490","106","5"
"2244","90","5"
"14153","35","5"
"12298","83","5"
"4472","49","5"
"8960","87","5"
"13278","93","5"
"8324","90","5"
"10294","106","5"
"911","83","5"
"1335","87","5"
"585","93","5"
"2221","33","5"
"2194","33","5"
"2221","72","5"
"2242","90","5"
"1399","125","5"
"1389","65","5"
"8318","90","5"
"7776","83","5"
"2093","65","5"
"2150","84","5"
"9533","137","5"
"1342","49","5"
"1342","49","5"
"242","122","5"
"11256","65","5"
"242","87","5"
"1368","90","5"
"2242","112","3"
"1524","99","5"
"1335","83","5"
"2150","84","5"
"1387","70","5"
"1528","99","5"
"8142","40","5"
"8142","40","5"
"8142","34","4"
"3909","87","5"
"1360","70","5"
"1360","70","5"
"1360","106","5"
"3764","93","5"
"852","84","5"
"852","49","5"
"11474","81","1"
"4438","137","5"
"11852","90","5"
"8142","40","5"
"6546","87","5"
"14883","72","5"
"4119","33","5"
"834","109","5"
"1835","137","5"
"1835","8","5"
"1125","83","5"
"1389","65","5"
"1058","93","5"
"1400","96","5"
"13403","99","5"
"6242","99","5"
"10373","72","5"
"6546","87","5"
"11254","8","3"
"3779","4","5"
"1312","126","4"
"689","71","5"
"689","66","4"
"689","66","5"
"689","66","5"
"689","66","5"
"689","66","5"
"3746","117","5"
"3746","117","5"
"2242","90","5"
"8385","98","5"
"2958","75","5"
"15769","73","5"
"13727","93","5"
"9735","99","5"
"2093","65","5"
"2276","87","5"
"17737","83","5"
"1418","93","5"
"12491","90","5"
"367","71","4"
"367","106","4"
"479","137","5"
"1306","85","5"
"1306","10","5"
"1306","80","5"
"1306","10","5"
"1306","10","5"
"11852","90","5"
"334","73","5"
"225","81","4"
"14094","69","5"
"10170","106","5"
"5314","85","5"
"435","70","5"
"17455","83","5"
"2276","87","5"
"406","31","5"
"1543","80","5"
"6126","99","5"
"2230","33","5"
"2150","84","5"
"420","79","5"
"17994","79","5"
"489","93","5"
"5314","85","5"
"16535","80","5"
"435","106","5"
"1180","49","5"
"1180","49","5"
"7233","70","5"
"17649","83","4"
"10845","93","5"
"10845","93","5"
"8021","109","5"
"1361","99","5"
"2543","73","5"
"449","106","5"
"4239","73","5"
"4239","73","5"
"8324","112","5"
"10430","40","4"
"1187","79","5"
"4933","98","5"
"455","109","5"
"11322","69","5"
"2958","72","5"
"17658","83","5"
"1528","99","5"
"329","87","5"
"9309","70","5"
"7019","42","5"
"8150","13","5"
"14548","106","5"
"184","137","5"
"16177","80","5"
"11285","90","5"
"10802","65","5"
"10802","65","5"
"10802","65","5"
"7627","69","5"
"7627","69","5"
"493","69","5"
"6129","3","5"
"15990","90","5"
"1184","29","4"
"7291","42","5"
"8235","87","5"
"1598","99","5"
"2506","83","5"
"996","3","2"
"8287","14","3"
"16230","15","5"
"7305","42","5"
"3649","80","5"
"435","40","5"
"4933","98","5"
"1358","99","5"
"3143","138","5"
"12310","83","5"
"6138","3","5"
"4722","14","4"
"4438","137","5"
"12602","93","5"
"12243","90","5"
"1288","100","5"
"2488","72","5"
"1215","26","5"
"8245","70","5"
"3649","80","5"
"1759","102","5"
"7451","15","5"
"888","1","5"
"7463","93","5"
"4933","98","5"
"8076","87","5"
"1288","83","5"
"6129","3","5"
"1606","42","5"
"7004","42","5"
"7004","42","5"
"513","131","5"
"1368","90","5"
"329","33","5"
"414","39","3"
"2559","16","5"
"1215","102","5"
"1759","26","5"
"10430","40","5"
"3746","72","5"
"8235","87","5"
"10170","106","5"
"7451","15","5"
"2230","90","5"
"11852","90","5"
"4933","98","5"
"5927","80","5"
"455","93","5"
"4786","98","5"
"12407","83","5"
"1402","14","5"
"1672","99","5"
"1215","102","5"
"9487","90","5"
"435","88","5"
"18306","13","5"
"2713","69","5"
"7291","42","5"
"7451","15","5"
"407","26","5"
"3746","72","5"
"1305","33","5"
"1305","87","5"
"1305","24","5"
"1543","80","5"
"12253","83","5"
"852","84","5"
"1987","137","5"
"1131","85","5"
"1131","85","5"
"15769","137","4"
"8915","3","5"
"13274","88","5"
"1215","26","5"
"1759","102","5"
"2603","138","5"
"510","33","5"
"1733","73","5"
"1733","72","5"
"8482","113","5"
"12333","83","5"
"16868","69","5"
"1402","14","5"
"19034","80","5"
"9779","90","5"
"1402","14","5"
"11256","67","5"
"6101","1","5"
"484","93","5"
"9631","93","5"
"368","73","5"
"4119","33","5"
"7084","82","5"
"1814","82","5"
"1814","82","5"
"1814","82","5"
"1814","82","5"
"1197","69","5"
"2280","71","5"
"8200","87","5"
"13274","88","5"
"1759","26","5"
"2109","93","5"
"487","93","5"
"14799","59","5"
"2543","73","5"
"490","40","5"
"4438","137","5"
"2488","72","5"
"9865","70","5"
"1759","26","5"
"7619","113","5"
"12272","83","5"
"1543","80","5"
"3649","80","5"
"12152","71","5"
"9704","90","5"
"3104","98","5"
"1760","69","5"
"16028","120","5"
"1131","85","5"
"1131","85","5"
"1131","85","5"
"8112","40","5"
"8112","40","5"
"2551","70","5"
"2280","71","5"
"1351","79","5"
"1215","102","5"
"1474","15","5"
"2072","113","5"
"3104","98","5"
"13681","26","5"
"858","140","5"
"18091","93","5"
"275","42","5"
"3649","80","5"
"1298","120","5"
"4239","73","5"
"12152","71","5"
"780","82","4"
"780","82","1"
"8112","40","5"
"8112","40","5"
"13681","26","5"
"7865","102","5"
"7865","102","5"
"1431","6","5"
"12916","87","5"
"3179","46","5"
"1735","140","5"
"17314","65","5"
"891","1","5"
"17314","65","5"
"10029","59","4"
"1040","39","5"
"1305","84","5"
"395","79","5"
"13448","90","5"
"420","79","5"
"9661","91","5"
"2972","109","5"
"14799","6","5"
"3063","33","5"
"407","26","5"
"5598","39","5"
"19034","80","5"
"12916","87","5"
"3179","35","5"
"242","67","5"
"4722","14","4"
"12520","72","5"
"12520","72","5"
"12520","72","5"
"11534","93","5"
"14517","120","5"
"852","120","5"
"12159","16","5"
"13756","40","5"
"13756","40","5"
"1140","37","5"
"17483","83","5"
"17483","83","5"
"11344","71","5"
"11538","90","5"
"12633","106","5"
"7865","102","5"
"17787","6","5"
"585","16","5"
"11152","69","5"
"19034","80","5"
"11227","9","5"
"1382","49","5"
"1378","75","5"
"18091","93","5"
"13681","26","5"
"7962","69","5"
"9309","70","5"
"6242","99","5"
"834","84","4"
"1128","114","5"
"1128","114","5"
"1128","114","5"
"4722","14","4"
"332","13","4"
"2543","73","5"
"19618","137","5"
"1215","102","5"
"1378","75","5"
"4395","6","5"
"4395","6","5"
"1543","80","5"
"407","26","5"
"2086","15","5"
"8915","3","5"
"1582","49","5"
"8407","111","5"
"9957","87","5"
"4395","6","5"
"1131","85","5"
"1131","85","5"
"1382","49","5"
"1382","39","3"
"14517","120","4"
"13448","90","5"
"11227","9","5"
"4215","91","5"
"13274","88","5"
"13804","39","5"
"1355","39","5"
"6942","35","5"
"443","75","5"
"490","70","5"
"443","113","5"
"905","111","5"
"6291","26","5"
"2151","138","5"
"2151","138","5"
"18091","93","5"
"3853","73","5"
"14517","120","5"
"11309","83","5"
"2051","77","1"
"811","1","5"
"811","37","4"
"1367","88","5"
"3188","33","5"
"1606","42","5"
"1184","22","5"
"15079","93","5"
"9132","90","5"
"8407","111","5"
"1606","42","5"
"6291","26","5"
"3938","33","5"
"4395","6","5"
"3649","80","5"
"371","6","5"
"1463","80","5"
"1474","15","5"
"6242","99","5"
"6242","99","5"
"9878","90","5"
"9878","90","5"
"9878","69","5"
"10214","91","5"
"407","26","5"
"1215","102","5"
"8407","111","5"
"888","1","5"
"891","1","5"
"3061","138","5"
"21428","71","5"
"8103","40","5"
"8103","40","5"
"8103","40","5"
"1189","20","5"
"1189","20","5"
"20068","80","5"
"10214","91","5"
"12325","83","5"
"407","26","5"
"3938","33","5"
"9865","70","5"
"3061","138","5"
"7004","42","5"
"16535","137","5"
"905","111","5"
"20561","120","5"
"1215","102","5"
"17373","138","5"
"503","4","5"
"371","6","1"
"1189","20","5"
"21431","71","5"
"9865","70","5"
"3082","26","5"
"1058","93","5"
"4712","120","5"
"6744","105","5"
"2072","4","5"
"2094","99","5"
"12954","39","5"
"8516","111","5"
"3179","39","5"
"11561","9","5"
"4012","98","5"
"1198","9","5"
"1459","6","5"
"12782","120","5"
"21427","71","5"
"371","86","5"
"7019","42","5"
"3906","14","5"
"4940","85","5"
"4940","85","5"
"1573","91","5"
"1837","70","5"
"9315","15","5"
"6230","39","5"
"1495","69","5"
"6753","77","5"
"20359","105","5"
"11848","6","5"
"9176","90","5"
"2652","49","5"
"479","129","4"
"7865","102","5"
"7865","102","5"
"7865","102","5"
"6803","129","4"
"6803","129","4"
"6803","129","4"
"1233","2","5"
"3082","26","5"
"2221","33","5"
"2221","33","5"
"1984","4","5"
"331","67","5"
"12782","120","5"
"4263","15","5"
"10214","91","5"
"378","86","5"
"378","86","5"
"184","69","5"
"7591","42","5"
"21578","71","5"
"332","22","5"
"9125","33","5"
"14624","13","5"
"14624","13","5"
"4712","1","5"
"9341","71","5"
"1258","77","5"
"1295","69","5"
"1295","69","5"
"17063","15","5"
"7647","113","5"
"11290","9","5"
"2151","138","5"
"14151","111","5"
"3082","26","5"
"3421","33","5"
"1198","9","5"
"21000","72","5"
"1449","102","5"
"2769","105","5"
"17990","93","5"
"17990","93","5"
"1278","116","5"
"15368","120","5"
"18301","147","5"
"1474","15","5"
"1237","59","5"
"455","125","5"
"2999","67","5"
"1837","70","5"
"6803","129","3"
"7619","113","4"
"4712","1","5"
"6753","77","5"
"2269","71","5"
"2269","71","5"
"1514","6","5"
"17460","72","5"
"20871","111","5"
"1741","105","5"
"1543","80","5"
"3082","26","4"
"7305","42","5"
"1040","39","5"
"7591","42","5"
"1312","83","4"
"1312","133","5"
"17525","87","5"
"17525","87","5"
"467","10","5"
"6488","4","5"
"11437","33","5"
"11437","33","5"
"2150","84","5"
"1590","57","4"
"371","86","5"
"3082","26","5"
"6261","39","5"
"16450","33","5"
"16450","33","5"
"1258","77","5"
"17582","82","5"
"9030","113","5"
"6565","105","5"
"852","125","5"
"12538","69","5"
"10432","116","5"
"2623","8","5"
"1312","15","5"
"6280","37","5"
"7042","85","5"
"1198","9","5"
"1189","20","5"
"20664","93","5"
"11536","90","5"
"11536","90","5"
"1125","83","5"
"4482","125","5"
"20043","3","5"
"20043","3","5"
"14624","13","5"
"14624","13","5"
"15958","113","5"
"489","54","5"
"16177","80","5"
"1190","116","5"
"1262","77","5"
"6280","37","5"
"6280","37","3"
"8021","69","5"
"21027","111","5"
"1950","93","5"
"371","147","1"
"371","86","5"
"407","26","5"
"888","1","5"
"7004","42","5"
"15368","120","5"
"3809","75","5"
"1573","91","5"
"1760","101","5"
"9661","91","5"
"2493","10","5"
"2396","80","5"
"10294","75","1"
"2396","80","5"
"2396","80","5"
"467","10","5"
"2280","71","5"
"6674","77","5"
"10170","106","5"
"8407","111","5"
"6962","105","5"
"11290","10","5"
"9125","33","5"
"9125","33","5"
"1529","40","5"
"1529","40","5"
"1529","40","5"
"2396","80","5"
"407","26","5"
"1278","116","5"
"1263","129","5"
"689","93","5"
"1760","101","5"
"7591","42","5"
"10451","91","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1399","84","5"
"1399","84","5"
"1399","84","5"
"513","113","5"
"2999","75","5"
"9341","71","5"
"905","111","5"
"10672","49","5"
"12491","90","5"
"2769","105","5"
"6922","93","5"
"7463","93","5"
"22493","13","5"
"18935","125","5"
"16177","80","5"
"3649","80","5"
"6291","26","5"
"899","109","4"
"1351","79","5"
"1170","35","5"
"7004","42","5"
"1277","42","5"
"1351","79","5"
"3422","88","5"
"3422","88","5"
"4712","1","5"
"4712","1","5"
"3649","80","5"
"4438","137","5"
"4438","73","5"
"4438","137","5"
"16177","80","5"
"10373","72","5"
"2396","80","5"
"5598","39","5"
"5598","39","5"
"5598","39","5"
"2150","84","5"
"8407","111","5"
"1133","86","5"
"22117","80","5"
"10668","49","5"
"1663","86","5"
"1663","86","5"
"6674","77","5"
"1712","105","5"
"6291","26","5"
"2269","71","5"
"2269","71","5"
"2269","71","5"
"10432","116","5"
"1335","72","5"
"1133","86","5"
"9082","114","5"
"13403","99","5"
"1529","40","5"
"3422","88","5"
"1357","102","5"
"6267","39","5"
"2559","16","5"
"1180","49","5"
"3746","72","5"
"20043","3","5"
"6694","105","5"
"6565","77","5"
"905","111","5"
"16124","120","5"
"16124","120","5"
"16124","120","5"
"16967","87","5"
"16967","87","5"
"6291","26","5"
"1528","99","5"
"1545","39","5"
"1160","48","5"
"21630","35","5"
"1133","86","5"
"1837","70","5"
"852","93","5"
"1277","42","5"
"1399","84","5"
"1543","80","5"
"1040","39","5"
"184","139","5"
"1362","132","5"
"14548","106","5"
"14548","106","5"
"14548","106","5"
"1128","114","5"
"407","26","5"
"12694","35","3"
"1351","79","5"
"2150","84","5"
"6565","77","5"
"1298","120","5"
"1298","120","5"
"15935","105","5"
"12694","35","5"
"9070","138","5"
"1354","92","5"
"8516","111","5"
"10214","91","5"
"6129","3","5"
"4395","6","5"
"1277","42","5"
"3746","72","5"
"18464","106","4"
"11262","39","5"
"2493","10","4"
"1040","39","5"
"17449","83","5"
"17449","83","5"
"17449","83","5"
"1378","71","5"
"4891","140","5"
"1741","105","5"
"22117","80","5"
"22117","80","5"
"20770","132","5"
"15026","116","5"
"15026","116","5"
"15026","116","5"
"1258","77","5"
"20871","111","5"
"20871","111","5"
"4000","6","5"
"2506","83","5"
"10668","49","5"
"20068","80","5"
"2280","71","5"
"2777","90","5"
"2777","82","5"
"22141","120","5"
"3094","26","5"
"1277","42","5"
"21630","35","5"
"2396","80","5"
"3746","72","5"
"1262","125","4"
"1215","102","5"
"3588","71","4"
"1298","120","5"
"19049","80","5"
"19049","80","5"
"884","10","5"
"16355","35","5"
"4184","88","5"
"4184","88","5"
"510","73","5"
"510","73","5"
"20043","3","5"
"3094","26","5"
"7440","114","5"
"20734","113","5"
"888","1","5"
"1837","70","5"
"4369","6","4"
"14151","111","5"
"911","83","5"
"7998","105","5"
"17529","69","5"
"14624","13","5"
"4369","6","4"
"7004","42","5"
"10432","116","5"
"1058","93","5"
"20670","87","5"
"20670","87","5"
"1160","48","5"
"3589","91","5"
"3589","91","5"
"22117","80","5"
"22117","80","5"
"467","10","5"
"2452","1","5"
"2452","1","5"
"2452","1","5"
"2452","1","5"
"3588","71","4"
"15935","105","5"
"13429","3","5"
"17201","93","5"
"6565","77","5"
"455","48","5"
"378","86","5"
"378","86","5"
"1312","15","5"
"1312","15","5"
"20150","2","5"
"20150","2","5"
"1378","113","5"
"1170","35","5"
"8878","90","5"
"8878","69","5"
"1339","22","5"
"9341","71","5"
"1278","116","5"
"1263","129","4"
"4000","6","5"
"1263","129","4"
"1263","129","4"
"940","102","5"
"940","111","5"
"1263","129","4"
"8516","111","5"
"1131","85","5"
"7004","42","5"
"1351","79","5"
"1351","79","5"
"1351","79","5"
"1351","79","5"
"6129","3","5"
"20068","80","5"
"3746","72","5"
"852","137","5"
"2493","10","5"
"14799","6","5"
"15026","116","5"
"16215","49","5"
"16215","49","5"
"1354","92","4"
"1354","92","4"
"2506","83","5"
"11097","92","5"
"1543","26","5"
"11322","69","5"
"11322","69","5"
"11322","69","5"
"13429","3","5"
"1923","92","4"
"1923","92","4"
"1180","49","5"
"3260","26","5"
"1735","140","5"
"1735","140","5"
"2150","84","5"
"2150","84","5"
"2150","84","5"
"1590","57","5"
"1590","57","5"
"6694","105","5"
"17679","77","5"
"11303","101","5"
"11303","101","5"
"1616","101","5"
"7650","69","5"
"7650","69","5"
"15665","99","5"
"12538","69","4"
"7004","42","5"
"17206","137","5"
"8407","111","5"
"16124","120","5"
"16124","120","5"
"2493","10","5"
"10373","72","5"
"2209","113","5"
"9683","42","5"
"4513","82","5"
"1189","20","5"
"1938","26","5"
"11290","10","5"
"11290","10","5"
"1573","91","5"
"8046","93","5"
"10717","6","5"
"15852","93","5"
"15852","93","5"
"7998","105","5"
"1297","69","5"
"12238","83","5"
"12238","83","5"
"1297","69","5"
"2396","80","5"
"3832","88","5"
"14311","49","5"
"3746","72","5"
"1297","69","5"
"2211","113","5"
"4513","82","5"
"15026","116","5"
"15026","116","5"
"10451","91","5"
"20008","71","5"
"1131","85","5"
"2194","33","5"
"2194","33","5"
"3627","72","5"
"490","70","5"
"11297","69","5"
"11297","69","5"
"11297","69","5"
"22117","80","5"
"10473","75","4"
"1837","70","5"
"1330","1","5"
"1330","1","5"
"1330","1","5"
"1330","1","5"
"3259","26","5"
"20611","139","5"
"2769","105","5"
"21630","35","5"
"21630","35","5"
"21630","35","5"
"2396","80","5"
"937","113","5"
"1278","116","5"
"19074","42","5"
"6129","3","5"
"3649","80","5"
"9712","82","5"
"9712","82","5"
"9712","82","5"
"9712","82","5"
"9712","82","3"
"9661","91","5"
"1357","91","5"
"4012","98","5"
"3589","91","5"
"10052","90","5"
"10052","90","5"
"10052","90","5"
"1210","71","5"
"487","24","5"
"20700","26","5"
"19537","35","5"
"1180","49","5"
"2280","71","5"
"11762","82","2"
"1838","1","5"
"414","39","5"
"21027","111","5"
"7407","114","5"
"7407","114","5"
"7407","114","5"
"10430","40","5"
"1125","83","5"
"2493","10","4"
"487","93","5"
"15026","116","5"
"3790","22","4"
"8516","111","5"
"16887","86","5"
"905","102","5"
"834","20","5"
"1528","99","5"
"3746","72","5"
"513","113","5"
"1741","105","5"
"1543","80","5"
"1543","80","5"
"19074","70","5"
"1463","80","5"
"9957","87","5"
"1258","77","5"
"4513","82","5"
"4513","82","5"
"8894","40","5"
"8894","40","5"
"7591","42","5"
"1438","69","5"
"1438","73","5"
"1438","69","5"
"1438","69","5"
"4012","98","5"
"11642","73","5"
"11642","73","5"
"334","73","5"
"4483","32","5"
"1368","90","5"
"16450","33","5"
"1837","70","5"
"8733","93","5"
"1735","140","5"
"834","20","4"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"1449","102","5"
"11214","133","5"
"11214","133","5"
"11214","133","4"
"7451","126","5"
"9661","91","5"
"16440","99","5"
"22070","90","5"
"2551","24","5"
"1215","111","5"
"489","54","5"
"8142","40","5"
"22120","80","5"
"14327","113","5"
"6674","77","5"
"11534","93","5"
"17808","69","5"
"1387","101","5"
"6918","145","5"
"9341","71","5"
"9341","71","5"
"1347","149","5"
"1190","62","5"
"1278","116","5"
"6129","3","5"
"17201","93","5"
"9070","138","5"
"3260","26","5"
"4369","6","5"
"1131","85","5"
"4900","84","5"
"4900","3","5"
"1125","83","5"
"2051","70","2"
"4513","82","5"
"12564","88","5"
"7004","42","5"
"6261","39","5"
"6261","39","5"
"6261","39","5"
"3906","14","5"
"3906","14","4"
"3954","73","5"
"20229","87","5"
"20229","87","5"
"4012","98","5"
"15854","93","5"
"8990","99","5"
"8990","99","5"
"1298","120","5"
"1298","120","5"
"1298","120","5"
"1298","120","5"
"11066","33","5"
"11066","33","5"
"11066","33","5"
"1232","56","5"
"1232","129","5"
"7017","98","5"
"1938","26","5"
"10170","106","5"
"1952","69","5"
"1215","102","5"
"1952","27","5"
"1189","20","5"
"2010","24","5"
"1463","128","5"
"1774","145","5"
"3688","140","5"
"1987","137","5"
"1987","137","5"
"1987","137","5"
"4426","85","5"
"1297","98","5"
"1241","129","5"
"1355","46","5"
"4877","101","5"
"7650","69","5"
"4891","140","5"
"1162","87","5"
"1429","45","5"
"1262","77","4"
"1262","105","5"
"9962","65","5"
"2150","84","5"
"2150","84","5"
"414","157","5"
"414","163","5"
"2506","83","5"
"884","10","5"
"1463","80","5"
"1463","80","5"
"513","113","5"
"16032","39","5"
"16124","120","5"
"21130","33","5"
"3858","73","5"
"275","129","5"
"275","129","5"
"18085","80","5"
"4900","84","5"
"4900","111","5"
"479","129","5"
"7017","152","5"
"4482","125","5"
"2232","24","5"
"1463","128","5"
"1463","128","5"
"21089","42","5"
"7596","109","5"
"7596","109","5"
"1504","123","5"
"1347","149","5"
"6126","99","5"
"6126","99","5"
"479","129","5"
"23673","116","5"
"11769","83","5"
"1278","116","5"
"10445","92","5"
"20369","77","5"
"1362","132","5"
"4877","101","5"
"1562","102","5"
"11561","130","5"
"2491","163","5"
"2491","163","5"
"18301","4","5"
"20552","191","5"
"10578","39","5"
"1553","151","5"
"1190","62","5"
"1190","116","5"
"7298","22","5"
"17518","82","5"
"1040","39","5"
"15005","92","5"
"4924","111","5"
"21630","35","5"
"4924","120","5"
"4924","120","5"
"9957","87","5"
"467","10","5"
"467","20","5"
"1702","25","5"
"3688","140","5"
"7305","42","5"
"7305","42","5"
"18907","133","5"
"18907","133","5"
"18907","133","5"
"3688","140","5"
"21012","59","5"
"21012","59","5"
"21012","59","5"
"7017","152","5"
"21027","111","5"
"21027","111","5"
"20369","77","5"
"6741","4","5"
"1733","6","5"
"6741","4","5"
"2209","113","5"
"1278","62","5"
"1278","116","5"
"1278","116","5"
"1278","116","5"
"1278","62","5"
"9488","69","5"
"9560","200","5"
"3847","191","5"
"6230","46","5"
"13681","26","5"
"760","129","5"
"5675","20","5"
"10672","49","5"
"10672","49","5"
"902","88","5"
"902","42","5"
"20844","238","5"
"1368","90","5"
"1220","184","5"
"10451","91","5"
"1351","79","5"
"1543","80","5"
"5927","80","5"
"5927","80","5"
"1362","132","5"
"2232","24","5"
"2232","24","5"
"18085","80","5"
"11757","91","5"
"4900","109","5"
"12694","35","5"
"4155","1","5"
"11752","91","5"
"11752","91","5"
"11752","91","5"
"9082","114","5"
"9082","114","5"
"9082","114","5"
"6694","105","5"
"7298","22","5"
"2491","163","5"
"2491","163","5"
"493","105","5"
"2150","84","5"
"2150","84","5"
"2150","84","5"
"371","86","5"
"371","86","5"
"371","86","5"
"1663","86","5"
"1232","56","5"
"17905","111","5"
"16887","86","5"
"16887","86","5"
"7017","152","5"
"413","26","5"
"22823","39","5"
"4891","140","5"
"9329","49","5"
"18085","80","5"
"7591","42","5"
"20532","238","5"
"1515","30","5"
"1429","45","5"
"1429","45","5"
"1741","105","5"
"1190","62","5"
"3259","26","5"
"22029","102","5"
"22029","102","5"
"22029","102","5"
"20700","26","5"
"2102","3","5"
"11319","46","5"
"1950","93","5"
"10432","116","5"
"2543","73","5"
"9865","70","5"
"7743","129","5"
"4877","101","5"
"4877","101","5"
"4155","1","5"
"7591","42","5"
"1663","86","5"
"1702","25","5"
"2111","65","5"
"2111","65","5"
"2493","10","5"
"2493","10","5"
"2493","10","5"
"3803","88","5"
"2109","93","5"
"2109","93","5"
"2068","155","5"
"2068","155","5"
"2068","155","5"
"2068","155","5"
"10284","86","5"
"10284","86","5"
"10284","86","5"
"880","6","5"
"880","99","5"
"880","72","5"
"880","106","5"
"880","133","5"
"880","6","5"
"880","86","5"
"880","2","5"
"8397","30","5"
"20068","80","5"
"1538","93","5"
"1538","93","5"
"184","97","5"
"11470","90","5"
"9865","183","5"
"7017","152","5"
"2903","246","5"
"2903","246","5"
"2903","246","5"
"8385","37","5"
"413","26","5"
"1258","77","5"
"9905","123","5"
"10070","123","5"
"1504","123","5"
"1504","123","5"
"1837","70","5"
"2769","105","5"
"3190","97","5"
"20844","238","5"
"10172","205","5"
"785","119","5"
"22029","102","5"
"23673","116","5"
"8478","152","5"
"8478","152","5"
"1184","22","5"
"13044","97","5"
"13429","3","5"
"1420","163","5"
"6351","86","5"
"6351","86","5"
"1298","120","5"
"20416","87","5"
"2218","211","4"
"13238","149","5"
"1187","45","5"
"8166","40","5"
"8166","40","5"
"4575","164","5"
"4924","109","5"
"4924","109","5"
"2531","65","5"
"17518","82","5"
"17518","82","5"
"17518","82","5"
"17518","82","5"
"6138","3","5"
"7647","113","5"
"10043","67","5"
"902","23","5"
"1837","70","5"
"1279","111","5"
"1223","250","5"
"407","26","5"
"9122","42","5"
"23993","62","5"
"1190","62","5"
"399","141","5"
"2901","200","5"
"7998","105","5"
"1702","25","5"
"2232","24","5"
"2232","24","5"
"1339","201","5"
"1178","63","5"
"22029","102","5"
"1258","77","5"
"20844","238","5"
"1247","106","5"
"1247","106","5"
"1247","106","5"
"1247","106","5"
"1247","106","5"
"1247","106","5"
"414","157","5"
"9947","69","5"
"1295","69","5"
"24633","2","5"
"8478","35","5"
"689","67","5"
"24386","157","5"
"1204","164","5"
"1204","129","5"
"1277","42","5"
"9533","137","5"
"7095","82","5"
"1335","72","5"
"1335","72","5"
"20137","99","5"
"3746","72","5"
"1247","106","5"
